,index,Turn,DieRoll,PositionStart,PostionEnd,Game
5360,1,2,1,7,8,158
5361,2,3,6,8,14,158
5362,3,4,5,14,19,158
5363,4,5,3,19,22,158
5364,5,6,6,22,84,158
5365,6,7,3,84,87,158
5366,7,8,1,87,88,158
5367,8,9,2,88,90,158
5368,9,10,3,90,73,158
5369,10,11,1,73,74,158
5370,11,12,5,74,79,158
5371,12,13,6,79,85,158
5372,13,14,2,85,87,158
5373,14,15,1,87,88,158
5374,15,16,5,88,73,158
5375,16,17,3,73,76,158
5376,17,18,4,76,100,158
5377,0,1,4,1,5,159
5378,1,2,3,5,8,159
5379,2,3,6,8,14,159
5380,3,4,5,14,19,159
5381,4,5,6,19,25,159
5382,5,6,2,25,27,159
5383,6,7,4,27,31,159
5384,7,8,4,31,35,159
5385,8,9,4,35,39,159
5386,9,10,1,39,40,159
5387,10,11,1,40,41,159
5388,11,12,3,41,44,159
5389,12,13,6,44,50,159
5390,13,14,4,50,54,159
5391,14,15,2,54,53,159
5392,15,16,3,53,53,159
5393,16,17,4,53,57,159
5394,17,18,2,57,59,159
5395,18,19,1,59,60,159
5396,19,20,2,60,19,159
5397,20,21,4,19,23,159
5398,21,22,4,23,27,159
5399,22,23,1,27,84,159
5400,23,24,1,84,85,159
5401,24,25,2,85,87,159
5402,25,26,1,87,88,159
5403,26,27,3,88,91,159
5404,27,28,6,91,97,159
5405,28,29,6,97,97,159
5406,29,30,1,97,78,159
5407,30,31,1,78,79,159
5408,31,32,6,79,85,159
5409,32,33,6,85,91,159
5410,33,34,1,91,92,159
5411,34,35,2,92,94,159
5412,35,36,2,94,96,159
5413,36,37,4,96,100,159
5414,0,1,3,1,14,160
5415,1,2,3,14,17,160
5416,2,3,5,17,22,160
5417,3,4,2,22,24,160
5418,4,5,4,24,84,160
5419,5,6,6,84,90,160
5420,6,7,2,90,92,160
5421,7,8,1,92,73,160
5422,8,9,6,73,79,160
5423,9,10,3,79,82,160
5424,10,11,2,82,84,160
5425,11,12,6,84,90,160
5426,12,13,1,90,91,160
5427,13,14,1,91,92,160
5428,14,15,3,92,75,160
5429,15,16,3,75,78,160
5430,16,17,4,78,82,160
5431,17,18,1,82,83,160
5432,18,19,2,83,85,160
5433,19,20,6,85,91,160
5434,20,21,5,91,96,160
5435,21,22,6,96,96,160
5436,22,23,3,96,99,160
5437,23,24,6,99,99,160
5438,24,25,6,99,99,160
5439,25,26,5,99,99,160
5440,26,27,3,99,99,160
5441,27,28,5,99,99,160
5442,28,29,6,99,99,160
5443,29,30,5,99,99,160
5444,30,31,1,99,100,160
5445,0,1,2,1,3,161
5446,1,2,1,3,14,161
5447,2,3,4,14,18,161
5448,3,4,2,18,20,161
5449,4,5,3,20,23,161
5450,5,6,1,23,24,161
5451,6,7,5,24,29,161
5452,7,8,4,29,33,161
5453,8,9,1,33,34,161
5454,9,10,6,34,40,161
5455,10,11,2,40,42,161
5456,11,12,1,42,43,161
5457,12,13,1,43,44,161
5458,13,14,4,44,48,161
5459,14,15,1,48,11,161
5460,15,16,3,11,14,161
5461,16,17,1,14,15,161
5462,17,18,6,15,42,161
5463,18,19,6,42,48,161
5464,19,20,3,48,67,161
5465,20,21,5,67,72,161
5466,21,22,2,72,74,161
5467,22,23,1,74,75,161
5468,23,24,2,75,77,161
5469,24,25,5,77,82,161
5470,25,26,4,82,86,161
5471,26,27,1,86,87,161
5472,27,28,6,87,73,161
5473,28,29,2,73,75,161
5474,29,30,5,75,100,161
5475,0,1,2,1,3,162
5476,1,2,6,3,31,162
5477,2,3,2,31,33,162
5478,3,4,4,33,37,162
5479,4,5,6,37,43,162
5480,5,6,2,43,45,162
5481,6,7,4,45,11,162
5482,7,8,3,11,14,162
5483,8,9,2,14,6,162
5484,9,10,4,6,10,162
5485,10,11,2,10,12,162
5486,11,12,3,12,15,162
5487,12,13,2,15,17,162
5488,13,14,6,17,23,162
5489,14,15,3,23,26,162
5490,15,16,6,26,32,162
5491,16,17,4,32,44,162
5492,17,18,4,44,48,162
5493,18,19,1,48,11,162
5494,19,20,5,11,6,162
5495,20,21,1,6,7,162
5496,21,22,6,7,13,162
5497,22,23,3,13,6,162
5498,23,24,6,6,12,162
5499,24,25,4,12,6,162
5500,25,26,2,6,8,162
5501,26,27,3,8,11,162
5502,27,28,4,11,15,162
5503,28,29,5,15,20,162
5504,29,30,5,20,25,162
5505,30,31,6,25,31,162
5506,31,32,6,31,37,162
5507,32,33,3,37,40,162
5508,33,34,6,40,46,162
5509,34,35,1,46,26,162
5510,35,36,6,26,32,162
5511,36,37,1,32,33,162
5512,37,38,2,33,35,162
5513,38,39,6,35,41,162
5514,39,40,3,41,44,162
5515,40,41,4,44,48,162
5516,41,42,3,48,67,162
5517,42,43,3,67,70,162
5518,43,44,4,70,74,162
5519,44,45,4,74,78,162
5520,45,46,4,78,82,162
5521,46,47,1,82,83,162
5522,47,48,2,83,85,162
5523,48,49,1,85,86,162
5524,49,50,5,86,91,162
5525,50,51,3,91,94,162
5526,51,52,6,94,100,162
5527,0,1,5,1,6,163
5528,1,2,6,6,12,163
5529,2,3,3,12,15,163
5530,3,4,5,15,20,163
5531,4,5,3,20,23,163
5532,5,6,5,23,84,163
5533,6,7,6,84,90,163
5534,7,8,1,90,91,163
5535,8,9,4,91,75,163
5536,9,10,4,75,79,163
5537,10,11,1,79,100,163
5538,0,1,6,1,7,164
5539,1,2,2,7,31,164
5540,2,3,2,31,33,164
5541,3,4,4,33,37,164
5542,4,5,4,37,41,164
5543,5,6,3,41,44,164
5544,6,7,3,44,26,164
5545,7,8,5,26,31,164
5546,8,9,1,31,32,164
5547,9,10,5,32,37,164
5548,10,11,2,37,39,164
5549,11,12,2,39,41,164
5550,12,13,4,41,45,164
5551,13,14,6,45,67,164
5552,14,15,5,67,72,164
5553,15,16,3,72,75,164
5554,16,17,5,75,100,164
5555,0,1,5,1,6,165
5556,1,2,3,6,31,165
5557,2,3,4,31,35,165
5558,3,4,2,35,37,165
5559,4,5,5,37,42,165
5560,5,6,2,42,44,165
5561,6,7,4,44,48,165
5562,7,8,5,48,53,165
5563,8,9,2,53,55,165
5564,9,10,3,55,58,165
5565,10,11,6,58,60,165
5566,11,12,1,60,61,165
5567,12,13,4,61,65,165
5568,13,14,2,65,67,165
5569,14,15,3,67,70,165
5570,15,16,3,70,73,165
5571,16,17,2,73,75,165
5572,17,18,4,75,79,165
5573,18,19,1,79,100,165
5574,0,1,6,1,7,166
5575,1,2,3,7,10,166
5576,2,3,2,10,12,166
5577,3,4,3,12,15,166
5578,4,5,1,15,6,166
5579,5,6,3,6,31,166
5580,6,7,2,31,33,166
5581,7,8,4,33,37,166
5582,8,9,6,37,43,166
5583,9,10,1,43,44,166
5584,10,11,5,44,11,166
5585,11,12,3,11,14,166
5586,12,13,4,14,18,166
5587,13,14,1,18,19,166
5588,14,15,3,19,22,166
5589,15,16,6,22,84,166
5590,16,17,1,84,85,166
5591,17,18,4,85,89,166
5592,18,19,3,89,92,166
5593,19,20,1,92,73,166
5594,20,21,4,73,77,166
5595,21,22,2,77,79,166
5596,22,23,6,79,85,166
5597,23,24,6,85,91,166
5598,24,25,6,91,97,166
5599,25,26,5,97,97,166
5600,26,27,4,97,97,166
5601,27,28,3,97,100,166
5602,0,1,1,1,2,167
5603,1,2,3,2,5,167
5604,2,3,3,5,8,167
5605,3,4,4,8,12,167
5606,4,5,6,12,18,167
5607,5,6,3,18,42,167
5608,6,7,6,42,48,167
5609,7,8,3,48,67,167
5610,8,9,4,67,91,167
5611,9,10,6,91,97,167
5612,10,11,4,97,97,167
5613,11,12,3,97,100,167
5614,0,1,2,1,3,168
5615,1,2,5,3,8,168
5616,2,3,2,8,10,168
5617,3,4,4,10,14,168
5618,4,5,2,14,6,168
5619,5,6,1,6,7,168
5620,6,7,2,7,31,168
5621,7,8,1,31,32,168
5622,8,9,6,32,38,168
5623,9,10,2,38,40,168
5624,10,11,3,40,43,168
5625,11,12,3,43,46,168
5626,12,13,5,46,67,168
5627,13,14,4,67,91,168
5628,14,15,2,91,73,168
5629,15,16,4,73,77,168
5630,16,17,1,77,78,168
5631,17,18,6,78,84,168
5632,18,19,5,84,89,168
5633,19,20,1,89,90,168
5634,20,21,3,90,73,168
5635,21,22,1,73,74,168
5636,22,23,4,74,78,168
5637,23,24,1,78,79,168
5638,24,25,4,79,83,168
5639,25,26,1,83,84,168
5640,26,27,5,84,89,168
5641,27,28,4,89,73,168
5642,28,29,5,73,78,168
5643,29,30,3,78,81,168
5644,30,31,6,81,87,168
5645,31,32,3,87,90,168
5646,32,33,3,90,73,168
5647,33,34,6,73,79,168
5648,34,35,3,79,82,168
5649,35,36,1,82,83,168
5650,36,37,4,83,87,168
5651,37,38,6,87,73,168
5652,38,39,6,73,79,168
5653,39,40,6,79,85,168
5654,40,41,1,85,86,168
5655,41,42,5,86,91,168
5656,42,43,6,91,97,168
5657,43,44,3,97,100,168
5658,0,1,5,1,6,169
5659,1,2,6,6,12,169
5660,2,3,1,12,13,169
5661,3,4,3,13,6,169
5662,4,5,5,6,11,169
5663,5,6,1,11,12,169
5664,6,7,2,12,14,169
5665,7,8,3,14,17,169
5666,8,9,4,17,42,169
5667,9,10,6,42,48,169
5668,10,11,2,48,50,169
5669,11,12,6,50,53,169
5670,12,13,6,53,59,169
5671,13,14,1,59,60,169
5672,14,15,1,60,61,169
5673,15,16,5,61,66,169
5674,16,17,1,66,67,169
5675,17,18,5,67,72,169
5676,18,19,2,72,74,169
5677,19,20,5,74,79,169
5678,20,21,6,79,85,169
5679,21,22,3,85,88,169
5680,22,23,5,88,73,169
5681,23,24,1,73,74,169
5682,24,25,2,74,76,169
5683,25,26,5,76,81,169
5684,26,27,2,81,83,169
5685,27,28,3,83,86,169
5686,28,29,2,86,88,169
5687,29,30,4,88,92,169
5688,30,31,3,92,75,169
5689,31,32,4,75,79,169
5690,32,33,4,79,83,169
5691,33,34,5,83,88,169
5692,34,35,5,88,73,169
5693,35,36,2,73,75,169
5694,36,37,6,75,81,169
5695,37,38,1,81,82,169
5696,38,39,5,82,87,169
5697,39,40,4,87,91,169
5698,40,41,5,91,96,169
5699,41,42,3,96,99,169
5700,42,43,1,99,100,169
5701,0,1,6,1,7,170
5702,1,2,2,7,31,170
5703,2,3,6,31,37,170
5704,3,4,1,37,38,170
5705,4,5,1,38,39,170
5706,5,6,5,39,44,170
5707,6,7,6,44,50,170
5708,7,8,4,50,54,170
5709,8,9,5,54,59,170
5710,9,10,6,59,65,170
5711,10,11,2,65,67,170
5712,11,12,1,67,68,170
5713,12,13,2,68,70,170
5714,13,14,6,70,76,170
5715,14,15,1,76,77,170
5716,15,16,5,77,82,170
5717,16,17,4,82,86,170
5718,17,18,4,86,90,170
5719,18,19,5,90,75,170
5720,19,20,1,75,76,170
5721,20,21,3,76,79,170
5722,21,22,1,79,100,170
5723,0,1,6,1,7,171
5724,1,2,3,7,10,171
5725,2,3,2,10,12,171
5726,3,4,5,12,17,171
5727,4,5,5,17,22,171
5728,5,6,2,22,24,171
5729,6,7,3,24,27,171
5730,7,8,1,27,84,171
5731,8,9,5,84,89,171
5732,9,10,3,89,92,171
5733,10,11,2,92,94,171
5734,11,12,2,94,96,171
5735,12,13,1,96,97,171
5736,13,14,2,97,99,171
5737,14,15,2,99,99,171
5738,15,16,6,99,99,171
5739,16,17,3,99,99,171
5740,17,18,2,99,99,171
5741,18,19,5,99,99,171
5742,19,20,6,99,99,171
5743,20,21,4,99,99,171
5744,21,22,3,99,99,171
5745,22,23,6,99,99,171
5746,23,24,3,99,99,171
5747,24,25,3,99,99,171
5748,25,26,4,99,99,171
5749,26,27,6,99,99,171
5750,27,28,4,99,99,171
5751,28,29,5,99,99,171
5752,29,30,1,99,100,171
5753,0,1,5,1,6,172
5754,1,2,5,6,11,172
5755,2,3,2,11,13,172
5756,3,4,2,13,15,172
5757,4,5,1,15,6,172
5758,5,6,6,6,12,172
5759,6,7,2,12,14,172
5760,7,8,5,14,19,172
5761,8,9,1,19,20,172
5762,9,10,3,20,23,172
5763,10,11,3,23,26,172
5764,11,12,1,26,27,172
5765,12,13,1,27,84,172
5766,13,14,2,84,86,172
5767,14,15,1,86,87,172
5768,15,16,1,87,88,172
5769,16,17,6,88,94,172
5770,17,18,2,94,96,172
5771,18,19,5,96,96,172
5772,19,20,4,96,100,172
5773,0,1,1,1,2,173
5774,1,2,2,2,14,173
5775,2,3,2,14,6,173
5776,3,4,1,6,7,173
5777,4,5,5,7,12,173
5778,5,6,3,12,15,173
5779,6,7,2,15,17,173
5780,7,8,3,17,20,173
5781,8,9,2,20,22,173
5782,9,10,2,22,24,173
5783,10,11,6,24,30,173
5784,11,12,2,30,32,173
5785,12,13,3,32,35,173
5786,13,14,3,35,38,173
5787,14,15,6,38,44,173
5788,15,16,5,44,11,173
5789,16,17,4,11,15,173
5790,17,18,3,15,18,173
5791,18,19,5,18,23,173
5792,19,20,4,23,27,173
5793,20,21,5,27,32,173
5794,21,22,3,32,35,173
5795,22,23,4,35,39,173
5796,23,24,4,39,43,173
5797,24,25,4,43,26,173
5798,25,26,2,26,84,173
5799,26,27,6,84,90,173
5800,27,28,5,90,75,173
5801,28,29,1,75,76,173
5802,29,30,5,76,81,173
5803,30,31,6,81,87,173
5804,31,32,2,87,89,173
5805,32,33,1,89,90,173
5806,33,34,1,90,91,173
5807,34,35,1,91,92,173
5808,35,36,4,92,96,173
5809,36,37,2,96,78,173
5810,37,38,4,78,82,173
5811,38,39,5,82,87,173
5812,39,40,5,87,92,173
5813,40,41,1,92,73,173
5814,41,42,2,73,75,173
5815,42,43,5,75,100,173
5816,0,1,2,1,3,174
5817,1,2,5,3,8,174
5818,2,3,3,8,11,174
5819,3,4,5,11,6,174
5820,4,5,4,6,10,174
5821,5,6,2,10,12,174
5822,6,7,4,12,6,174
5823,7,8,3,6,31,174
5824,8,9,6,31,37,174
5825,9,10,2,37,39,174
5826,10,11,2,39,41,174
5827,11,12,6,41,26,174
5828,12,13,2,26,84,174
5829,13,14,2,84,86,174
5830,14,15,4,86,90,174
5831,15,16,2,90,92,174
5832,16,17,5,92,97,174
5833,17,18,3,97,100,174
5834,0,1,4,1,5,175
5835,1,2,5,5,10,175
5836,2,3,2,10,12,175
5837,3,4,5,12,17,175
5838,4,5,6,17,23,175
5839,5,6,5,23,84,175
5840,6,7,3,84,87,175
5841,7,8,1,87,88,175
5842,8,9,5,88,73,175
5843,9,10,2,73,75,175
5844,10,11,5,75,100,175
5845,0,1,6,1,7,176
5846,1,2,1,7,8,176
5847,2,3,4,8,12,176
5848,3,4,2,12,14,176
5849,4,5,5,14,19,176
5850,5,6,2,19,42,176
5851,6,7,1,42,43,176
5852,7,8,3,43,46,176
5853,8,9,4,46,50,176
5854,9,10,5,50,55,176
5855,10,11,5,55,60,176
5856,11,12,6,60,66,176
5857,12,13,5,66,91,176
5858,13,14,1,91,92,176
5859,14,15,1,92,73,176
5860,15,16,3,73,76,176
5861,16,17,1,76,77,176
5862,17,18,1,77,78,176
5863,18,19,3,78,81,176
5864,19,20,1,81,82,176
5865,20,21,6,82,88,176
5866,21,22,3,88,91,176
5867,22,23,5,91,96,176
5868,23,24,1,96,97,176
5869,24,25,4,97,97,176
5870,25,26,5,97,97,176
5871,26,27,1,97,78,176
5872,27,28,1,78,79,176
5873,28,29,5,79,84,176
5874,29,30,4,84,88,176
5875,30,31,6,88,94,176
5876,31,32,2,94,96,176
5877,32,33,1,96,97,176
5878,33,34,3,97,100,176
5879,0,1,2,1,3,177
5880,1,2,4,3,7,177
5881,2,3,2,7,31,177
5882,3,4,6,31,37,177
5883,4,5,1,37,38,177
5884,5,6,6,38,44,177
5885,6,7,5,44,11,177
5886,7,8,3,11,14,177
5887,8,9,6,14,20,177
5888,9,10,6,20,26,177
5889,10,11,1,26,27,177
5890,11,12,5,27,32,177
5891,12,13,4,32,44,177
5892,13,14,6,44,50,177
5893,14,15,6,50,53,177
5894,15,16,6,53,59,177
5895,16,17,6,59,65,177
5896,17,18,6,65,91,177
5897,18,19,4,91,75,177
5898,19,20,6,75,81,177
5899,20,21,1,81,82,177
5900,21,22,2,82,84,177
5901,22,23,4,84,88,177
5902,23,24,5,88,73,177
5903,24,25,5,73,78,177
5904,25,26,2,78,100,177
5905,0,1,2,1,3,178
5906,1,2,3,3,6,178
5907,2,3,2,6,8,178
5908,3,4,2,8,10,178
5909,4,5,5,10,15,178
5910,5,6,6,15,42,178
5911,6,7,3,42,45,178
5912,7,8,6,45,67,178
5913,8,9,1,67,68,178
5914,9,10,1,68,69,178
5915,10,11,5,69,74,178
5916,11,12,3,74,77,178
5917,12,13,6,77,83,178
5918,13,14,3,83,86,178
5919,14,15,6,86,92,178
5920,15,16,2,92,94,178
5921,16,17,6,94,100,178
5922,0,1,6,1,7,179
5923,1,2,3,7,10,179
5924,2,3,5,10,15,179
5925,3,4,4,15,19,179
5926,4,5,3,19,22,179
5927,5,6,2,22,24,179
5928,6,7,1,24,25,179
5929,7,8,5,25,30,179
5930,8,9,1,30,31,179
5931,9,10,1,31,32,179
5932,10,11,2,32,34,179
5933,11,12,4,34,38,179
5934,12,13,3,38,41,179
5935,13,14,6,41,26,179
5936,14,15,1,26,27,179
5937,15,16,4,27,31,179
5938,16,17,2,31,33,179
5939,17,18,1,33,34,179
5940,18,19,3,34,37,179
5941,19,20,3,37,40,179
5942,20,21,3,40,43,179
5943,21,22,2,43,45,179
5944,22,23,1,45,46,179
5945,23,24,3,46,11,179
5946,24,25,4,11,15,179
5947,25,26,1,15,6,179
5948,26,27,2,6,8,179
5949,27,28,4,8,12,179
5950,28,29,2,12,14,179
5951,29,30,3,14,17,179
5952,30,31,3,17,20,179
5953,31,32,1,20,42,179
5954,32,33,6,42,48,179
5955,33,34,1,48,11,179
5956,34,35,3,11,14,179
5957,35,36,6,14,20,179
5958,36,37,3,20,23,179
5959,37,38,3,23,26,179
5960,38,39,2,26,84,179
5961,39,40,5,84,89,179
5962,40,41,5,89,94,179
5963,41,42,1,94,75,179
5964,42,43,5,75,100,179
5965,0,1,6,1,7,180
5966,1,2,3,7,10,180
5967,2,3,3,10,13,180
5968,3,4,6,13,19,180
5969,4,5,4,19,23,180
5970,5,6,4,23,27,180
5971,6,7,3,27,30,180
5972,7,8,4,30,34,180
5973,8,9,1,34,35,180
5974,9,10,6,35,41,180
5975,10,11,6,41,26,180
5976,11,12,4,26,30,180
5977,12,13,2,30,32,180
5978,13,14,5,32,37,180
5979,14,15,3,37,40,180
5980,15,16,4,40,44,180
5981,16,17,1,44,45,180
5982,17,18,3,45,48,180
5983,18,19,6,48,54,180
5984,19,20,2,54,53,180
5985,20,21,2,53,55,180
5986,21,22,4,55,59,180
5987,22,23,2,59,61,180
5988,23,24,2,61,63,180
5989,24,25,1,63,60,180
5990,25,26,6,60,66,180
5991,26,27,2,66,68,180
5992,27,28,1,68,69,180
5993,28,29,6,69,75,180
5994,29,30,4,75,79,180
5995,30,31,5,79,84,180
5996,31,32,3,84,87,180
5997,32,33,5,87,92,180
5998,33,34,2,92,94,180
5999,34,35,5,94,99,180
6000,35,36,2,99,99,180
6001,36,37,2,99,99,180
6002,37,38,4,99,99,180
6003,38,39,4,99,99,180
6004,39,40,4,99,99,180
6005,40,41,5,99,99,180
6006,41,42,1,99,100,180
6007,0,1,4,1,5,181
6008,1,2,2,5,7,181
6009,2,3,1,7,8,181
6010,3,4,6,8,14,181
6011,4,5,1,14,15,181
6012,5,6,6,15,42,181
6013,6,7,3,42,45,181
6014,7,8,1,45,46,181
6015,8,9,4,46,50,181
6016,9,10,2,50,52,181
6017,10,11,1,52,53,181
6018,11,12,3,53,53,181
6019,12,13,4,53,57,181
6020,13,14,2,57,59,181
6021,14,15,3,59,19,181
6022,15,16,6,19,25,181
6023,16,17,1,25,26,181
6024,17,18,6,26,32,181
6025,18,19,6,32,38,181
6026,19,20,5,38,43,181
6027,20,21,2,43,45,181
6028,21,22,1,45,46,181
6029,22,23,2,46,48,181
6030,23,24,4,48,52,181
6031,24,25,6,52,58,181
6032,25,26,5,58,63,181
6033,26,27,6,63,69,181
6034,27,28,3,69,72,181
6035,28,29,4,72,76,181
6036,29,30,2,76,78,181
6037,30,31,1,78,79,181
6038,31,32,2,79,81,181
6039,32,33,1,81,82,181
6040,33,34,3,82,85,181
6041,34,35,2,85,87,181
6042,35,36,2,87,89,181
6043,36,37,6,89,75,181
6044,37,38,6,75,81,181
6045,38,39,4,81,85,181
6046,39,40,3,85,88,181
6047,40,41,3,88,91,181
6048,41,42,5,91,96,181
6049,42,43,4,96,100,181
6050,0,1,1,1,2,182
6051,1,2,5,2,7,182
6052,2,3,6,7,13,182
6053,3,4,2,13,15,182
6054,4,5,3,15,18,182
6055,5,6,6,18,24,182
6056,6,7,2,24,26,182
6057,7,8,3,26,29,182
6058,8,9,5,29,34,182
6059,9,10,1,34,35,182
6060,10,11,3,35,38,182
6061,11,12,6,38,44,182
6062,12,13,5,44,11,182
6063,13,14,4,11,15,182
6064,14,15,4,15,19,182
6065,15,16,3,19,22,182
6066,16,17,4,22,26,182
6067,17,18,1,26,27,182
6068,18,19,2,27,29,182
6069,19,20,3,29,32,182
6070,20,21,3,32,35,182
6071,21,22,4,35,39,182
6072,22,23,3,39,42,182
6073,23,24,5,42,26,182
6074,24,25,6,26,32,182
6075,25,26,3,32,35,182
6076,26,27,6,35,41,182
6077,27,28,6,41,26,182
6078,28,29,3,26,29,182
6079,29,30,1,29,30,182
6080,30,31,2,30,32,182
6081,31,32,4,32,44,182
6082,32,33,5,44,11,182
6083,33,34,5,11,6,182
6084,34,35,2,6,8,182
6085,35,36,2,8,10,182
6086,36,37,2,10,12,182
6087,37,38,5,12,17,182
6088,38,39,5,17,22,182
6089,39,40,1,22,23,182
6090,40,41,3,23,26,182
6091,41,42,5,26,31,182
6092,42,43,3,31,34,182
6093,43,44,6,34,40,182
6094,44,45,3,40,43,182
6095,45,46,5,43,48,182
6096,46,47,6,48,54,182
6097,47,48,5,54,59,182
6098,48,49,5,59,60,182
6099,49,50,6,60,66,182
6100,50,51,6,66,72,182
6101,51,52,5,72,77,182
6102,52,53,4,77,81,182
6103,53,54,3,81,84,182
6104,54,55,3,84,87,182
6105,55,56,5,87,92,182
6106,56,57,6,92,78,182
6107,57,58,1,78,79,182
6108,58,59,2,79,81,182
6109,59,60,1,81,82,182
6110,60,61,2,82,84,182
6111,61,62,1,84,85,182
6112,62,63,2,85,87,182
6113,63,64,4,87,91,182
6114,64,65,3,91,94,182
6115,65,66,5,94,99,182
6116,66,67,6,99,99,182
6117,67,68,4,99,99,182
6118,68,69,4,99,99,182
6119,69,70,3,99,99,182
6120,70,71,6,99,99,182
6121,71,72,6,99,99,182
6122,72,73,5,99,99,182
6123,73,74,4,99,99,182
6124,74,75,3,99,99,182
6125,75,76,5,99,99,182
6126,76,77,1,99,100,182
6127,0,1,3,1,14,183
6128,1,2,2,14,6,183
6129,2,3,6,6,12,183
6130,3,4,3,12,15,183
6131,4,5,1,15,6,183
6132,5,6,6,6,12,183
6133,6,7,1,12,13,183
6134,7,8,1,13,14,183
6135,8,9,5,14,19,183
6136,9,10,4,19,23,183
6137,10,11,5,23,84,183
6138,11,12,5,84,89,183
6139,12,13,6,89,75,183
6140,13,14,3,75,78,183
6141,14,15,6,78,84,183
6142,15,16,6,84,90,183
6143,16,17,2,90,92,183
6144,17,18,3,92,75,183
6145,18,19,3,75,78,183
6146,19,20,2,78,100,183
6147,0,1,3,1,14,184
6148,1,2,3,14,17,184
6149,2,3,4,17,42,184
6150,3,4,5,42,26,184
6151,4,5,6,26,32,184
6152,5,6,4,32,44,184
6153,6,7,4,44,48,184
6154,7,8,4,48,52,184
6155,8,9,5,52,57,184
6156,9,10,1,57,58,184
6157,10,11,1,58,59,184
6158,11,12,2,59,61,184
6159,12,13,2,61,63,184
6160,13,14,4,63,67,184
6161,14,15,5,67,72,184
6162,15,16,5,72,77,184
6163,16,17,1,77,78,184
6164,17,18,6,78,84,184
6165,18,19,4,84,88,184
6166,19,20,3,88,91,184
6167,20,21,1,91,92,184
6168,21,22,4,92,96,184
6169,22,23,2,96,78,184
6170,23,24,5,78,83,184
6171,24,25,5,83,88,184
6172,25,26,4,88,92,184
6173,26,27,2,92,94,184
6174,27,28,2,94,96,184
6175,28,29,2,96,78,184
6176,29,30,4,78,82,184
6177,30,31,5,82,87,184
6178,31,32,5,87,92,184
6179,32,33,5,92,97,184
6180,33,34,5,97,97,184
6181,34,35,6,97,97,184
6182,35,36,4,97,97,184
6183,36,37,6,97,97,184
6184,37,38,4,97,97,184
6185,38,39,5,97,97,184
6186,39,40,4,97,97,184
6187,40,41,1,97,78,184
6188,41,42,4,78,82,184
6189,42,43,3,82,85,184
6190,43,44,3,85,88,184
6191,44,45,4,88,92,184
6192,45,46,6,92,78,184
6193,46,47,4,78,82,184
6194,47,48,4,82,86,184
6195,48,49,2,86,88,184
6196,49,50,2,88,90,184
6197,50,51,1,90,91,184
6198,51,52,4,91,75,184
6199,52,53,2,75,77,184
6200,53,54,1,77,78,184
6201,54,55,5,78,83,184
6202,55,56,4,83,87,184
6203,56,57,3,87,90,184
6204,57,58,4,90,94,184
6205,58,59,3,94,97,184
6206,59,60,6,97,97,184
6207,60,61,6,97,97,184
6208,61,62,1,97,78,184
6209,62,63,3,78,81,184
6210,63,64,1,81,82,184
6211,64,65,1,82,83,184
6212,65,66,4,83,87,184
6213,66,67,2,87,89,184
6214,67,68,6,89,75,184
6215,68,69,4,75,79,184
6216,69,70,2,79,81,184
6217,70,71,4,81,85,184
6218,71,72,5,85,90,184
6219,72,73,1,90,91,184
6220,73,74,3,91,94,184
6221,74,75,1,94,75,184
6222,75,76,5,75,100,184
6223,0,1,3,1,14,185
6224,1,2,4,14,18,185
6225,2,3,5,18,23,185
6226,3,4,6,23,29,185
6227,4,5,1,29,30,185
6228,5,6,1,30,31,185
6229,6,7,3,31,34,185
6230,7,8,4,34,38,185
6231,8,9,2,38,40,185
6232,9,10,6,40,46,185
6233,10,11,5,46,67,185
6234,11,12,1,67,68,185
6235,12,13,6,68,74,185
6236,13,14,3,74,77,185
6237,14,15,3,77,100,185
6238,0,1,6,1,7,186
6239,1,2,5,7,12,186
6240,2,3,4,12,6,186
6241,3,4,1,6,7,186
6242,4,5,6,7,13,186
6243,5,6,1,13,14,186
6244,6,7,5,14,19,186
6245,7,8,2,19,42,186
6246,8,9,4,42,46,186
6247,9,10,1,46,26,186
6248,10,11,1,26,27,186
6249,11,12,4,27,31,186
6250,12,13,5,31,44,186
6251,13,14,2,44,46,186
6252,14,15,1,46,26,186
6253,15,16,2,26,84,186
6254,16,17,5,84,89,186
6255,17,18,3,89,92,186
6256,18,19,6,92,78,186
6257,19,20,4,78,82,186
6258,20,21,2,82,84,186
6259,21,22,5,84,89,186
6260,22,23,6,89,75,186
6261,23,24,6,75,81,186
6262,24,25,1,81,82,186
6263,25,26,5,82,87,186
6264,26,27,2,87,89,186
6265,27,28,3,89,92,186
6266,28,29,1,92,73,186
6267,29,30,4,73,77,186
6268,30,31,3,77,100,186
6269,0,1,2,1,3,187
6270,1,2,2,3,5,187
6271,2,3,2,5,7,187
6272,3,4,1,7,8,187
6273,4,5,2,8,10,187
6274,5,6,5,10,15,187
6275,6,7,1,15,6,187
6276,7,8,5,6,11,187
6277,8,9,5,11,6,187
6278,9,10,4,6,10,187
6279,10,11,1,10,11,187
6280,11,12,6,11,17,187
6281,12,13,4,17,42,187
6282,13,14,4,42,46,187
6283,14,15,5,46,67,187
6284,15,16,3,67,70,187
6285,16,17,6,70,76,187
6286,17,18,3,76,79,187
6287,18,19,6,79,85,187
6288,19,20,6,85,91,187
6289,20,21,6,91,97,187
6290,21,22,3,97,100,187
